Name,Geburtsjahr,Todesjahr,Konfession,Biographie,Vorkommen,Varianten,Autor von,Anfangsjahr,Schlussjahr,Ist Mitglied von,Kategorien,Kommentar,Urheber von,Mitglieder,Dargestellt in,Literatur,Externe Ressourcen
"Tassilo III., Herzog (Bayern)",ca. 741,798,katholisch,,,,,,,,,,,,,", S. 297",Gemeinsame Normdatei (GND):
"Temperantia, Personifikation",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Tertullian,zwischen 150 und 160,zwischen 220 und 230,christlich allgemein,,,,,,,,,,,,,,Sandrart.net:
Hans Leonhard Tetzel,,,keine Angabe,,,,,,,,,,,,,,
Hieronymus Tetzel,1563,zwischen 1613 und 1614,keine Angabe,,,,,,,,,,,,,", Bd. 2, S. 993",
Hans Teufel,,,christlich allgemein,,,,,,,,,,,,,,
Hans Teufel,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ursula Teufel,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich Teuffel von Birkensee,ca. 1575,1629,protestantisch,,,,,,,,,,,,,", S. 170",
Wolfgang Sigismund Teuffel von Birkensee,,,keine Angabe,,,,,,,,,,,,,", S. 334",
Abraham von Thammer,,,keine Angabe,,,,,,,,,,,,,,
Georg Christoph von der Thann,,,protestantisch,,,,,,,,,,,,,",",
Wolf Thenn,1563,1633,protestantisch,,,,,,,,,,,,,", S. 210",
"Theodo II., Herzog (Bayern)",zwischen 767 und 771,ca. 788,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Theodo III., Herzog (Bayern)",,,andere,,,,,,,,,,,,,", S. 298",Gemeinsame Normdatei (GND):
"Theodovalda, Herzog (Bayern)",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Theodrada,ca. 777,,katholisch,,,,,,,,,,,,,", S. 258, 303",Gemeinsame Normdatei (GND):
Theologische Tugenden,,,,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Thetis, Nymphe",,,keine Angabe,,,,,,,,,,,,,", Bd. 5, Sp. 785–799",Sandrart.net:
"Thietmar von Merseburg, Bischof (Merseburg)",zwischen 975 und 976,1018,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Thomas, Apostel",,ca. 72,christlich allgemein,,,,,,,,,,,,,", S. 303–304",Sandrart.net:
Conrad Friedrich von Thüngen,ca. 1580,1629,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Friedrich von Thüngen,,1625,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Neidhard von Thüngen,,1634,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Thumb von Neuburg,,1626,keine Angabe,,,,,,,,,,,,,,
Theodor Thumm,1586,1630,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Alexander von Thurn,,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Tiberianus, Gott",,,andere,,,,,,,,,,,,,", Bd. 5, Sp. 932 ff.",Gemeinsame Normdatei (GND):
"Tigris, Gott",,,keine Angabe,,,,,,,,,,,,,", Bd. Sp. 960",Gemeinsame Normdatei (GND):
"Timotheus, biblische Person",,ca. 97,keine Angabe,,,,,,,,,,,,,", S. 1318 (III.A)",Sandrart.net:
Jacopo Tintoretto,ca. 1518,1594,katholisch,,,,,,,,,,,,,,Sandrart.net:
Margarethe von Tirol,1318,1369,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Titus, Heiliger, biblische Person",,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Tizian,zwischen 1477 und 1490,1576,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Tobias, biblische Person",,,andere,,,,,,,,,,,,,", S. 1322",Sandrart.net:
"Tobit, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
Tod,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Simon Toelmann,1563,1630,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Törichte Jungfrauen,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Joachim von Trauschwitz,1561,1626,protestantisch,,,,,,,,,,,,,", S. 453, Anm. 3",
Brigitta Benigna von Trautson,,ca. 1637,katholisch,,,,,,,,,,,,,", S. 330",Gemeinsame Normdatei (GND):
Susanna Isabella von Trautson,,1646,katholisch,,,,,,,,,,,,,", S. 331",
Maximilian von Trauttmansdorff,1584,1650,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Leonhard Treutwein,,ca. 1622,katholisch,,,,,,,,,,,,,,
Johannes Trithemius,1462,1516,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Luca Trono (Tron),ca. 1552,ca. 1625,katholisch,,,,,,,,,,,,,",",
Hans Troschel,1585,1628,protestantisch,,,,,,,,,,,,,", Bd. 33, S. 429",Sandrart.net:
Anna Tucher,1387,1427,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Philipp Jakob Tucher von Simmelsdorf,1567,1632,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Gabriel Tüntzel von Tunzenhausen,1576,1646,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Friedrich Konrad Tuschelin,,1634,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Udalrich I., Bischof (Eichstätt)",,1099,katholisch,,,,,,,,,,,,,", S. 69–70",Gemeinsame Normdatei (GND):
"Udalrich II., Bischof (Eichstätt)",,1125,katholisch,,,,,,,,,,,,,", S. 73–75",Gemeinsame Normdatei (GND):
Philipp Uffenbach,1566,1636,protestantisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Eva von Uhrhausen,,1616,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wolf von Uhrmühl,1559,1632,protestantisch,,,,,,,,,,,,,", S. 51, 106, 107, 600",
Christoph Hannibal von Ulm-Marbach,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Ludwig von Ulm,1567,1627,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Ulrich von Augsburg, Heiliger",ca. 890,973,katholisch,,,,,,,,,,,,,", S. 309",Gemeinsame Normdatei (GND):
"Ulrich, Herzog (Mecklenburg)",1527,1603,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich, Graf (Württemberg)",,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich, Herzog (Württemberg)",1487,1550,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich I., Herzog (Mecklenburg-Stargard)",,1417,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich II., Graf (Lindow-Ruppin)",ca. 1300,1356,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich II., Herzog (Mecklenburg-Stargard)",,1471,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich III., Herzog (Mecklenburg)",1527,1603,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ulrich V., Graf (Württemberg)",1413,1480,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
David Ulstett,1552,1632,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Ulstett,1570,1635,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Hans Ulstett, Kinder",,,,,,,,,,,,,,,,",",
Tobias Unfrid,,1633,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Margarethe von Ungarn,1325,1374,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie von Ungarn,ca. 1097,,katholisch,,,,,,,,,,,,,,
Eustachius Unterholzer,,ca. 1616,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Uodalfrid, Bischof (Eichstätt)",,933,katholisch,,,,,,,,,,,,,", S. 42–43",Gemeinsame Normdatei (GND):
"Urban von Trennbach, Bischof (Passau)",1525,1598,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Uriel von Gemmingen, Erzbischof und Kurfürst (Mainz)",1468,1514,katholisch,,,,,,,,,,,,,", S. 214–223",Gemeinsame Normdatei (GND):
"Ursula, Heilige",,452,christlich allgemein,,,,,,,,,,,,,", S. 328",Gemeinsame Normdatei (GND):
Frederik van Valckenborch,ca. 1565,1623,protestantisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Maarten van Valckenborch,1534,1612,protestantisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Friedrich Hilderich von Varel,1566,1616,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Vattesmüller,,,keine Angabe,,,,,,,,,,,,,,
Hans Franz Veiras,zwischen 1576 und 1577,1672,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Veit,,,katholisch,,,,,,,,,,,,,,
Alexander von Velen,1556,1630,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Philipp von Venningen,,,protestantisch,,,,,,,,,,,,,,
"Venus, Göttin",,,keine Angabe,,,Acidalia,,,,,,,,,,,Sandrart.net:
Johann Verdunck,,,katholisch,,,,,,,,,,,,,,
Publius Vergilius Maro,70 v. Chr.,19 v. Chr.,andere,,,,,,,,,,,,,,Sandrart.net:
Pippin von Vermandois,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Paolo Veronese,1528,1588,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Veronika, Heilige",,,christlich allgemein,,,,,,,,,,,,,", S. 331",Sandrart.net:
Vertumnus,,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
"Viktoria, Göttin",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Francesco Villamena,1566,1624,katholisch,,,,,,,,,,,,,,Sandrart.net:
Bernabò Visconti,1323,1385,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth Visconti,1374,1432,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Magdalena Visconti,1366,1404,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Taddea Visconti,ca. 1352,1381,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Erhard Vöhlin,,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Vöhlin,1423,1496,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Adam Vöhlin von Frickenhausen,1586,1637,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Vöhlin,ca. 1400,1463,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Katharina Vöhlin,1460,1514,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Jakob Vogel,,,keine Angabe,,,,,,,,,,,,,",",
Nikolaus Vogt,,,keine Angabe,,,,,,,,,,,,,", S. 349, Nr. 1582",
Matthias Vogtlen,,,keine Angabe,,,,,,,,,,,,,,
Ägidius Sebastian Voit von Berg,,,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hans Voit von Berg,,,keine Angabe,,,,,,,,,,,,,,
Hans Jakob Voit von Wendelstein,ca. 1577,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Christoph Voit von Wendelstein,1584,1647,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Volckamer,1560,1633,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Christoph Volckamer,1582,1632,keine Angabe,,,,,,,,,,,,,", Bd. 2, S. 1056",
Johann Melchior Volckmair,1589,1655,katholisch,,,,,,,,,,,,,", S. 318",Gemeinsame Normdatei (GND):
Clara Volkamer,1414,1439,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Volkamer,1379,1467,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Volz,ca. 1598,1635,protestantisch,,,,,,,,,,,,,,
Jan de Vos,ca. 1578,ca. 1619,keine Angabe,,,,,,,,,,,,,", Bd. 34, S. 553",Gemeinsame Normdatei (GND):
Hans Wachter,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Matthäus Wacker von Wackenfels,1550,1619,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Wagner,,,katholisch,,,,,,,,,,,,,,
Georg Wagner,,,katholisch,,,,,,,,,,,,,", S. 19, 24",
Georg Ulrich Waiblinger,ca. 1556,1630,protestantisch,,,,,,,,,,,,,", S. 438",Gemeinsame Normdatei (GND):
Judith Waiblinger,,1634,protestantisch,,,,,,,,,,,,,", S. 438",
Regina Barbara Waiblinger,1582,1632,protestantisch,,,,,,,,,,,,,", S. 438",Gemeinsame Normdatei (GND):
Ulrich Waiblinger,,,keine Angabe,,,,,,,,,,,,,,
Matthias Walbaum,ca. 1554,1632,protestantisch,,,,,,,,,,,,,", hier S. 171–178",Union List of Artist Names (ULAN):
Johann Friedrich Christoph Walbrunn zu Ernsthofen,,,keine Angabe,,,,,,,,,,,,,,
Christoph von Waldburg-Trauchburg,1551,1612,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich von Waldburg-Wolfegg,1568,1637,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Frobenius von Waldburg-Zeil,1569,1614,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Wilhelm Heinrich von Waldburg-Friedberg-Scheer,1580,1652,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Waldemar, Markgraf (Brandenburg)",1281,ca. 1319,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Waldemar IV. Atterdag, König (Dänemark)",ca. 1321,1375,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann von Waldenfels,,1635,keine Angabe,,,,,,,,,,,,,", S. 310, 328",
Zdenko von Waldstein,1582,1623,protestantisch,,,,,,,,,,,,,,
Maria Salome Wallrab von Hautzendorf,1594,1615,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Walpurga, Heilige",ca. 710,779,katholisch,,,,,,,,,,,,,", S. 341",Sandrart.net:
"Walther, Bischof (Eichstätt)",,1021,katholisch,,,,,,,,,,,,,", S. S. 52/53",Gemeinsame Normdatei (GND):
Barbara Walther,1475,1515,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johannes Walther,,1511,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ulrich Walther,ca. 1384,,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ulrich Walther,1418,1505,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Waramundus, literarische Gestalt",,,keine Angabe,,,,,,,,,,,,,,
Sabina von Wartenberg,1589,zwischen 1645 und 1661,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wartislaw VI., Herzog (Pommern-Wolgast-Barth)",ca. 1345,1394,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wartislaw VII., Herzog (Pommern-Wolgast-Stolp)",zwischen 1364 und 1365,zwischen 1393 und 1395,katholisch,,,,,,,,,,,,,", S. 83–85",Gemeinsame Normdatei (GND):
Johann Wasserfort,,,katholisch,,,,,,,,,,,,,,
Johann Baptist Weber,1526,1584,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Philipp Weber,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Rodolf Weckherlin,1584,1653,protestantisch,,,,,,,,,,,,,", Bd. 27 (2020), S. 526–528 (Achim Aurnhammer)",Gemeinsame Normdatei (GND):
Georg Wegelin,1558,1627,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Leonhard Weinhardt,,1633,katholisch,,,,,,,,,,,,,", hier S. 136, Anm. 14",
Christian Weinscheuch,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Weis,,,keine Angabe,,,,,,,,,,,,,", S. 253, 336",
Agnes Weisland,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sebastian Welling von Vehingen,ca. 1554,ca. 1624,protestantisch,,,,,,,,,,,,,", hier S. 320",
Anton Welser,1451,1518,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Anton Welser,1563,1640,katholisch,,,,,,,,,,,,,", S. 247, Anm. 6",Gemeinsame Normdatei (GND):
Anton Felix Welser,1586,1628,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Bartholomäus Welser,zwischen 1376 und 1384,1446,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Bartholomäus Welser,,,katholisch,,,,,,,,,,,,,",",
David Welser,1570,1654,katholisch,,,,,,,,,,,,,", S. 388–389, 417",Gemeinsame Normdatei (GND):
Julius Welser,,,keine Angabe,,,,,,,,,,,,,,
Katharina Welser,1487,1550,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Katharina Welser,1562,1617,katholisch,,,,,,,,,,,,,", S. 366",Gemeinsame Normdatei (GND):
Lucas Welser,1425,1494,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Markus Welser,1558,1614,katholisch,,,,,,,,,,,,,", S. 834",Gemeinsame Normdatei (GND):
Philippine Welser,1527,1580,katholisch,,,,,,,,,,,,,", bes. S. 90–105",Gemeinsame Normdatei (GND):
Lorenz von Wensin,,1626,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wenzel IV., König (HRR)",1361,1419,katholisch,,,,,,,,,,,,,,Sandrart.net:
Konrad von Werdenau,ca. 1562,1630,katholisch,,,,,,,,,,,,,", S. 92, 297",Gemeinsame Normdatei (GND):
Adam von Werdenstein,1577,ca. 1624,katholisch,,,,,,,,,,,,,", S. 742",
Johann Georg von Werdenstein,1542,1608,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Werl,ca. 1570,1608,katholisch,,,,,,,,,,,,,", S. 837–838",Union List of Artist Names (ULAN):
Hedwig von Werle,1243,1287,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Katharina von Werle,,ca. 1475,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Werle,,1361,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Werle,,ca. 1402,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Rixa von Werle,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Heinrich Westendorfer,,,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ottheinrich Westermeyer,,1644,katholisch,,,,,,,,,,,,,", hier S. 170, 173",Gemeinsame Normdatei (GND):
Christoph von Westernach,,,katholisch,,,,,,,,,,,,,,
Johann Euchstach von Westernach,1545,1627,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Rudolf von Westerstetten zu Staufen,,1620,katholisch,,,,,,,,,,,,,", S. 391",Gemeinsame Normdatei (GND):
Klaus Wetzel von Marsilien,,,keine Angabe,,,,,,,,,,,,,", 1562_faber, Nr. 55",
Carol Weyhenmayer,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Rudolf Wick,1567,1635,protestantisch,,,,,,,,,,,,,", S. 606–607",
Georg Sebastian Widemann,,,keine Angabe,,,,,,,,,,,,,", Bd. 2, S. 277, Anm. 52",Gemeinsame Normdatei (GND):
Jakob Widemann,,,katholisch,,,,,,,,,,,,,", S. 375",Gemeinsame Normdatei (GND):
Karl Widemann,,,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 306, Anm. 116",Gemeinsame Normdatei (GND):
Abraham Widmann,,,keine Angabe,,,,,,,,,,,,,,
Widukind,730,ca. 785,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hermann von Wied-Runkel-Isenburg,1581,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Wilhelm von Wied-Runkel-Isenburg,ca. 1580,zwischen 1632 und 1633,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Philipp Ludwig von Wied-Runkel-Isenburg,,1633,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Barbara Wieland,1387,1419,christlich allgemein,,,,,,,,,,,,,,
Ludwig von Wildenau,,1632,keine Angabe,,,,,,,,,,,,,",",
Johann Wilhelm von Wildenstein,1585,1639,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Albrecht von Wildenstein,1571,1629,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Dorothea Wildprecht,ca. 1405,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ortwein Wildprecht,,,christlich allgemein,,,,,,,,,,,,,", S. 140 u. 214",Gemeinsame Normdatei (GND):
Barnabas Wildt,,,keine Angabe,,,,,,,,,,,,,", hier S. 863, Nr. 1151",Gemeinsame Normdatei (GND):
"Wilhelm, Markgraf (Baden-Baden)",1593,1677,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm von Efferen, Bischof (Worms)",1563,1616,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm, Fürst (Wenden)",,1436,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm I., Herzog (Bayern)",zwischen ca. 1330 und 1333,1389,katholisch,,,,,,,,,,,,,", S. 847",Gemeinsame Normdatei (GND):
"Wilhelm II., Herzog (Bayern)",1365,1417,katholisch,,,,,,,,,,,,,", S. 837",Gemeinsame Normdatei (GND):
"Wilhelm II., Landgraf (Hessen)",1469,1509,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm III., Herzog (Bayern-München)",1375,1435,katholisch,,,,,,,,,,,,,", S. 847",Gemeinsame Normdatei (GND):
"Willhelm III., Graf (Holland)",zwischen ca. 1285 und 1286,1337,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm IV., Herzog (Bayern)",1493,1550,katholisch,,,,,,,,,,,,,", S. 847",Sandrart.net:
"Wilhelm V., Herzog (Bayern)",1548,1626,katholisch,,,,,,,,,,,,,", S. 847",Sandrart.net:
"Wilhelm V. von Bayern, Kinder",,,,,,,,,,,,,,,,,
"Wilhelm V. der Reiche, Herzog (Jülich-Kleve-Berg)",1516,1592,katholisch,,,,,,,,,,,,,",",Sandrart.net:
"Wilhelm von Aquitanien, Heiliger",ca. 755,812,katholisch,,,,,,,,,,,,,", S. 325",Gemeinsame Normdatei (GND):
"Wilhelm, Markgraf (Brandenburg)",1498,1563,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm Ludwig, Graf (Nassau-Dillenburg)",1560,1620,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm Ludwig, Graf (Nassau-Saarbrücken)",1590,1640,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wilhelm von Ockham,ca. 1285,zwischen 1346 und 1349,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wilhelm von Reichenau, Bischof (Eichstätt)",ca. 1426,1496,katholisch,,,,,,,,,,,,,", S. 220–241",Gemeinsame Normdatei (GND):
"Wilhelm Rinck von Baldenstein, Bischof (Basel)",1556,1628,katholisch,,,,,,,,,,,,,", S. 584–585 (Pierre Louis Surchat)",Gemeinsame Normdatei (GND):
"Willibald, Heiliger, Bischof (Eichstätt)",ca. 700,zwischen 787 und 788,katholisch,,,,,,,,,,,,,", S. 24–31",Sandrart.net:
Philipp III. von Winneburg-Beilstein,1564,ca. 1637,protestantisch,,,,,,,,,,,,,", S. 440–443",Gemeinsame Normdatei (GND):
Wilhelm von Winneburg-Beilstein,,1636,protestantisch,,,,,,,,,,,,,", S. 150",
Kuno von Winnenberg-Reichelstein,,1605,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ludwig Wisch,,ca. 1627,keine Angabe,,,,,,,,,,,,,,
Hans Melchior von Wittern,1559,1634,protestantisch,,,,,,,,,,,,,", Bd. 3, S. 251–252",Gemeinsame Normdatei (GND):
"Władysław II. Jagiełło, König (Polen)",,1434,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Władysław IV., König (Polen)",1595,1648,katholisch,,,,,,,,,,,,,,Sandrart.net:
Wolf Karl von Woellwarth,,1637,protestantisch,,,,,,,,,,,,,", S. 173",
"Wolf Dietrich von Raitenau, Erzbischof (Salzburg)",1559,1617,katholisch,,,,,,,,,,,,,", Bd. 2, S. 148–152, Kat.-Nr. 212–217",Sandrart.net:
Johann Adolf von Wolff-Metternich zur Gracht,1592,1669,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wilhelm von Wolff-Metternich zur Gracht,1563,1636,katholisch,,,,,,,,,,,,,,
Anton Wolff zu Todenwarth,1592,1641,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Jakob Wolff zu Todenwarth,1585,1657,protestantisch,,,,,,,,,,,,,", Bd. 1, S. 245",Gemeinsame Normdatei (GND):
"Wolfgang, Herzog (Bayern)",1451,1514,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wolfgang, Pfalzgraf und Herzog (Pfalz-Zweibrücken)",1526,1569,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Wolfgang von Hausen, Bischof (Regensburg)",ca. 1553,1613,katholisch,,,,,,,,,,,,,", S. 137–271",Gemeinsame Normdatei (GND):
"Wolfgang Wilhelm, Pfalzgraf und Herzog (Pfalz-Neuburg)",1578,1653,protestantisch,,,,,,,,,,,,,,Sandrart.net:
Georg Wolfschädel,1538,zwischen 1617 und 1623,katholisch,,,Gregorius Rosephius,,,,,,,,,,", S. 560–561",Gemeinsame Normdatei (GND):
Johann Adam von Wolfstein,1573,1617,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Albrecht von Wolfstein,1574,1620,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Christoph Franz von Wolkenstein-Trostburg,1567,1633,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Karl von Wolkenstein-Trostburg,1572,1626,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Wolrad IV., Graf (Waldeck)",1588,1640,protestantisch,,,,,,,,,,,,,", S. 611–612",Gemeinsame Normdatei (GND):
Georg Würtenberger,,ca. 1605,katholisch,,,,,,,,,,,,,", S. 419",Gemeinsame Normdatei (GND):
Rosina Würtenberger,,ca. 1606,katholisch,,,,,,,,,,,,,", Bd. 2, S. 217, Bd. 3, S. 22, 47",Gemeinsame Normdatei (GND):
Agnes von Württemberg,1592,1629,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Württemberg,1597,1650,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Barbara von Württemberg,1593,1627,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
