Name;Geburtsjahr;Todesjahr;Konfession;Kategorie;Mitglied von;Urheber von;Autor von;Mitglieder;Wirkungsjahre
Publius Quinctilius Varus;;;andere;"Angehörige des Militärs; Städtische Administration";;;;;
Christoph Vattesmüller;;;keine Angabe;Hofleute, höfische Administration;;;;;um 1600–1625
Hans Franz Veiras;;1672;protestantisch;"Gelehrte und Schriftsteller; Hofleute, höfische Administration";;;;;
Veit;;;katholisch;Angehörige von Klerus und Ordensgemeinschaften;;;;;1539 nachgewiesen
Alexander von Velen;1556;1630;katholisch;"Angehörige der Aristokratie; Angehörige des Militärs";;;;;
Georg Philipp von Venningen;;;protestantisch;Angehörige der Aristokratie;;;;;1616
David Verbetius;1577;1644;"katholisch; protestantisch";Gelehrte und Schriftsteller;;;;;
Johann Verdunck;;;katholisch;Bedienstete;;;;;nachweisbar zwischen ca. 1603 und 1643
Publius Vergilius Maro;;;andere;Gelehrte und Schriftsteller;;;Vergilius Maro, Publius: Aeneis. Lateinisch – deutsch, hrsg. und übersetzt von Johannes Götte. Mit einem Nachwort von Bernhard Kytzler, 8. Aufl., München/Zürich 1994;;
Pippin von Vermandois;;;katholisch;Angehörige der Aristokratie;;;;;9. Jahrhundert
Francesco Villamena;1566;1624;katholisch;"Künstler: Graphik; Künstler: Graphik";;;;;
Vöhlin, Hofmusiker;;;keine Angabe;Hofleute, höfische Administration;;;;;um 1621
Erhard Vöhlin;;;katholisch;Sonstige;;;;;um 1405
Hans Adam Vöhlin von Frickenhausen;1586;1637;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;Stammbücher Philipp Hainhofers;;;
Jakob Vogel;;;keine Angabe;Hofleute, höfische Administration;;;;;um 1613 nachgewiesen
Nikolaus Vogt;;;keine Angabe;Sonstige;;;;;1575–1615 (?) nachgewiesen
Matthias Vogtlen;;;keine Angabe;Städtische Administration;;;;;um 1613
Friedrich Thomas von Vohenstein;;1617;keine Angabe;"Angehörige des Militärs; Angehörige der Aristokratie";;;;;1598–1617
Ägidius Sebastian Voit von Berg;;;keine Angabe;Angehörige der Aristokratie;;;;;1595–1615 nachgewiesen
Johann Voit von Berg;;;keine Angabe;Städtische Administration;;;;;1598–1636 nachgewiesen
Hans Jakob Voit von Wendelstein;1577;;keine Angabe;Angehörige des Militärs;;;;;1577–1628 nachgewiesen
Hans Christoph Voit von Wendelstein;1584;1647;keine Angabe;"Kaufleute, Gewerbetreibende, Dienstleister; Angehörige der Aristokratie";;;;;
Georg Volckamer;1560;1633;keine Angabe;"Städtische Administration; Kaufleute, Gewerbetreibende, Dienstleister";Rat der Stadt Nürnberg;;;;
Georg Christoph Volckamer;1582;1632;keine Angabe;Städtische Administration;Rat der Stadt Nürnberg;;;;
Johann Melchior Volckmair;1589;1655;katholisch;Künstler: Angewandte Kunst;;;;;
Christoph Volz;1598;1635;protestantisch;Sonstige;;;;;
Melchior Volz;1562;1625;protestantisch;Angehörige von Klerus und Ordensgemeinschaften;;;;;
Jan de Vos;1578;1619;keine Angabe;"Künstler: Skulptur; Künstler: Angewandte Kunst";;"Kreuzabnahme; Porträtmedaille Johann Konrads von Gemmigen, Fürstbischof von Eichstätt";;;
Simon Vossenholl;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;um 1605/1606
Hans Wachter;;;keine Angabe;Bedienstete;;;;;um 1565–1622 nachgewiesen
Johann Matthäus Wacker von Wackenfels;1550;1619;"protestantisch; katholisch";Hofleute, höfische Administration;;;;;
Wagner;;;katholisch;Angehörige von Klerus und Ordensgemeinschaften;;;;;um 1587
Georg Wagner;;;katholisch;Hofleute, höfische Administration;;;;;1605–1615 (?)
Georg Ulrich Waiblinger;1556;1630;protestantisch;Kaufleute, Gewerbetreibende, Dienstleister;;;;;
Judith Waiblinger;;1634;protestantisch;Kaufleute, Gewerbetreibende, Dienstleister;;;;;
Regina Barbara Waiblinger;1582;1632;protestantisch;Sonstige;;;;;
Ulrich Waiblinger;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;1614–1615 (?) nachgewiesen
Matthias Walbaum;1554;1632;protestantisch;"Künstler: Angewandte Kunst; Künstler: Skulptur";;Silberreliefs für den Hochaltar des Eichstätter Doms;;;
Johann Friedrich Christoph Walbrunn zu Ernsthofen;;;keine Angabe;"Angehörige des Militärs; Angehörige der Aristokratie";;;;;1605–1616
Christoph von Waldburg-Trauchburg;1551;1612;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";Schwäbisches Reichsgrafenkollegium;;;;
Heinrich von Waldburg-Wolfegg;1568;1637;katholisch;Angehörige der Aristokratie;Schwäbisches Reichsgrafenkollegium;;;;
Frobenius von Waldburg-Zeil;1569;1614;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";Schwäbisches Reichsgrafenkollegium;;;;
Wilhelm Heinrich von Waldburg-Friedberg-Scheer;1580;1652;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";Schwäbisches Reichsgrafenkollegium;;;;
Johann von Waldenfels;;1635;keine Angabe;Hofleute, höfische Administration;;;;;
Zdenko von Waldstein;1581;1623;protestantisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Johann Friedrich von Wallenrodt;;;keine Angabe;Angehörige der Aristokratie;;;;;zwischen 1580 und 1617
Maria Salome Wallrab von Hautzendorf;1594;1615;protestantisch;Angehörige der Aristokratie;;;;;
Waramundus, literarische Gestalt;;;keine Angabe;Sonstige;;;;;
Wedige von Warnin;;;keine Angabe;"Angehörige der Aristokratie; Angehörige des Militärs";;Stammbücher Philipp Hainhofers;;;
Sabina von Wartenberg;1589;;protestantisch;Angehörige der Aristokratie;;Stammbücher Philipp Hainhofers;;;
Wartislaw VII., Herzog (Pommern-Wolgast-Stolp);;;katholisch;Angehörige der Aristokratie;;;;;
Wartislaw I., Herzog (Pommern), Söhne;;;christlich allgemein;;;;;;
Johann Wasserfort;;;katholisch;Hofleute, höfische Administration;;;;;um 1613
Johann Philipp Weber;;;protestantisch;Städtische Administration;;;;;1612–1616 nachgewiesen
Georg Rodolf Weckherlin;1584;1653;protestantisch;"Gelehrte und Schriftsteller; Hofleute, höfische Administration";;"Kartell des Arminius; Kartell des Arminius; Kartell des Laßla Janusch; Kartell des Lucidor; Kartell: Ringrennen; Triumf Newlich bey der F. kindtauf zu Stutgart gehalten";Weckherlin, Georg Rodolf: Triumf Newlich bey der F. kindtauf zu Stutgart gehalten, Stuttgart 1616;;
Georg Wegelin;1558;1627;katholisch;Angehörige von Klerus und Ordensgemeinschaften;;;;;
Ludwig von Weiler;;;protestantisch;"Angehörige der Aristokratie; Angehörige des Militärs";;;;;zwischen 1606 und 1627
Leonhard Weinhardt;;1633;katholisch;Städtische Administration;Augsburger Gesandte beim Reichstag in Regensburg 1613;;;;
Christian Weinscheuch;;;keine Angabe;Gelehrte und Schriftsteller;;Magengifft;;;tätig Anfang des 17. Jahrhunderts
Christoph Weis;;;keine Angabe;"Künstler: Angewandte Kunst; Kaufleute, Gewerbetreibende, Dienstleister";;;;;zwischen 1611 und 1643
Agnes Weisland;;;keine Angabe;Sonstige;;;;;
Sebastian Welling von Vehingen;1554;1624;protestantisch;Hofleute, höfische Administration;;;;;
Anton Welser;1563;1640;katholisch;Angehörige von Klerus und Ordensgemeinschaften;Jesuitenorden;;;;
Anton Felix Welser;1586;1628;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;
Bartholomäus Welser;;;katholisch;Kaufleute, Gewerbetreibende, Dienstleister;;;;;
David Welser;1570;1654;katholisch;Städtische Administration;;;;;
Hans Bartholomäus Welser;1568;1633;keine Angabe;"Kaufleute, Gewerbetreibende, Dienstleister; Städtische Administration";;;;;
Julius Welser;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;1587–1612 nachweisbar
Katharina Welser;1562;1617;katholisch;"Kaufleute, Gewerbetreibende, Dienstleister; Angehörige der Aristokratie";;;;;
Markus Welser;1558;1614;katholisch;"Hofleute, höfische Administration; Kaufleute, Gewerbetreibende, Dienstleister; Städtische Administration";Herzoglicher/Kurfürstlicher Rat (Bayern);;;;
Wendel, Barbier;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;um 1621
Georg Hilmar von der Wense;;;protestantisch;Angehörige der Aristokratie;;;;;um 1616
Lorenz von Wensin;;1626;"protestantisch; katholisch";"Hofleute, höfische Administration; Angehörige der Aristokratie";;;;;
Konrad von Werdenau;1562;1630;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Adam von Werdenstein;1577;1624;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Johann Georg von Werdenstein;1542;1608;katholisch;"Angehörige von Klerus und Ordensgemeinschaften; Gelehrte und Schriftsteller; Sammler / Auftraggeber";;;;;
Hans Werl;1570;1608;katholisch;Künstler: Malerei;;"Historienzyklus zur Geschichte Bayerns im Alten Herkulessaal der Residenz; München, Residenz, Schwarzer Saal der Residenz";;;
Rixa von Werle;;;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;erwähnt zwischen 1392 und 1402
Heinrich Westendorfer;;;protestantisch;Städtische Administration;;;;;nachgewiesen: vor 1608–1613
Ottheinrich Westermeyer;;1644;katholisch;"Hofleute, höfische Administration; Städtische Administration";;;;;zwischen 1595 und 1644
Christoph von Westernach;;;katholisch;Angehörige der Aristokratie;;;;;1539–1541 nachgewiesen
Johann Euchstach von Westernach;1545;1627;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;
Rudolf von Westerstetten zu Staufen;;1620;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Heinrich Westphal;;;keine Angabe;"Gelehrte und Schriftsteller; Hofleute, höfische Administration";;Stammbücher Philipp Hainhofers;;;vor/um 1617
Christoph Friedrich von Westregel;;;keine Angabe;Angehörige der Aristokratie;;Stammbücher Philipp Hainhofers;;;um 1617
Klaus Wetzel von Marsilien;;;keine Angabe;Angehörige der Aristokratie;;;;;um 1605–1616
Carol Weyhenmayer;;;keine Angabe;Bedienstete;;;;;zwischen 1620 und 1636
Johann Rudolf Wick;1567;1635;protestantisch;Städtische Administration;Ulmer Gesandte beim Reichstag in Regensburg 1613;;;;
Georg Sebastian Widemann;;;keine Angabe;"Hofleute, höfische Administration; Gelehrte und Schriftsteller";;;;;um 1630/1635
Jakob Widemann;;;katholisch;Städtische Administration;;;;;1635/1636
Karl Widemann;;;protestantisch;Gelehrte und Schriftsteller;;;;;
Michael Widemann;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;;;;;um 1617
Abraham Widmann;;;keine Angabe;Kaufleute, Gewerbetreibende, Dienstleister;Wetterauisches Reichsgrafenkollegium;;;;erwähnt 1603/1613
Hermann von Wied-Runkel-Isenburg;1581;1631;protestantisch;Angehörige der Aristokratie;Wetterauisches Reichsgrafenkollegium;;;;
Johann Wilhelm von Wied-Runkel-Isenburg;1580;;protestantisch;Angehörige der Aristokratie;Wetterauisches Reichsgrafenkollegium;;;;
Philipp Ludwig von Wied-Runkel-Isenburg;;1633;protestantisch;Angehörige der Aristokratie;Wetterauisches Reichsgrafenkollegium;;;;
Ludwig von Wildenau;;1632;keine Angabe;"Hofleute, höfische Administration; Angehörige der Aristokratie";;;;;
Johann Wilhelm von Wildenstein;1585;1639;protestantisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Albrecht von Wildenstein;1571;1629;protestantisch;"Hofleute, höfische Administration; Angehörige der Aristokratie";;;;;
Ortwein Wildprecht;;;christlich allgemein;Sonstige;;;;;
Barnabas Wildt;;;keine Angabe;Hofleute, höfische Administration;;;;;um 1613/1614
Wilhelm, Markgraf (Baden-Baden);1593;1677;katholisch;Angehörige der Aristokratie;Orden vom Goldenen Vlies;;;;
Wilhelm von Efferen, Bischof (Worms);1563;1616;katholisch;"Angehörige von Klerus und Ordensgemeinschaften; Angehörige der Aristokratie";;Stammbuch Philipps II. von Pommern-Stettin;;;
Wilhelm IV., Herzog (Sachsen-Weimar);1598;1662;protestantisch;Angehörige der Aristokratie;;;;;
Wilhelm V., Herzog (Bayern);1548;1626;katholisch;"Angehörige der Aristokratie; Sammler / Auftraggeber";"6 Duces und Imperatores; Orden vom Goldenen Vlies";"Geschenke Wilhelms V. von Bayern an August d. J. zu Braunschweig-Lüneburg; Geschenke Wilhelms V. von Bayern an Johann Sigismund von Brandenburg; Geschenke Wilhelms V. von Bayern an Philipp II. Pommern-Stettin; Geschenke anlässlich der Hochzeit von Wolfgang Wilhelm von Pfalz-Neuburg und Magdalena von Bayern; München, Residenz, Schwarzer Saal der Residenz; Stammbuch Philipps II. von Pommern-Stettin; Stammbücher Philipp Hainhofers";;;
Wilhelm V. von Bayern, Kinder;;;;;;;;;
Wilhelm, Herzog (Braunschweig-Lüneburg-Harburg);1564;1642;protestantisch;Angehörige der Aristokratie;;Stammbuch Philipps II. von Pommern-Stettin;;;
Wilhelm, Herzog (Kurland);1574;1640;protestantisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;Stammbuch Philipps II. von Pommern-Stettin;;;
Wilhelm Ludwig, Graf (Nassau-Dillenburg);1560;1620;protestantisch;Angehörige der Aristokratie;Wetterauisches Reichsgrafenkollegium;;;;
Wilhelm Ludwig, Graf (Nassau-Saarbrücken);1590;1640;protestantisch;"Angehörige der Aristokratie; Angehörige des Militärs";;;;;
Wilhelm Rinck von Baldenstein, Bischof (Basel);1556;1628;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;
Wilzanus;;;keine Angabe;Angehörige der Aristokratie;;;;;um 789
Philipp III. von Winneburg-Beilstein;1564;1637;protestantisch;"Hofleute, höfische Administration; Angehörige der Aristokratie";;;;;
Wilhelm von Winneburg-Beilstein;;1636;protestantisch;Angehörige der Aristokratie;;;;;
Kuno von Winnenberg-Reichelstein;;1605;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;
Georg Valentin (von) Winter;1578;1623;keine Angabe;"Gelehrte und Schriftsteller; Hofleute, höfische Administration";;;;;
Ludwig Wisch;;1627;keine Angabe;"Kaufleute, Gewerbetreibende, Dienstleister; Städtische Administration";;;;;1598–1627 nachgewiesen
Hans Melchior von Wittern;1559;1634;protestantisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Christoph Heinrich von Witzleben;1584;;keine Angabe;Angehörige der Aristokratie;;;;;1584–1629 nachgewiesen
Johann Albrecht von Witzleben;;1663;protestantisch;Angehörige der Aristokratie;;;;;
Poppo von Witzleben;;;protestantisch;"Hofleute, höfische Administration; Angehörige der Aristokratie";;;;;1585–1617
Władysław IV., König (Polen);1595;1648;katholisch;Angehörige der Aristokratie;Orden vom Goldenen Vlies;"Stammbuch Philipps II. von Pommern-Stettin; Stammbücher Philipp Hainhofers";;;
Alexander von Woellwarth;1597;1663;keine Angabe;Angehörige der Aristokratie;;;;;
Heinrich Christoph von Woellwarth;1589;1653;protestantisch;Angehörige der Aristokratie;;;;;
Wolf Karl von Woellwarth;;1637;protestantisch;"Angehörige der Aristokratie; Hofleute, höfische Administration; Angehörige des Militärs";;;;;
Wolf Dietrich von Raitenau, Erzbischof (Salzburg);1559;1617;katholisch;"Angehörige von Klerus und Ordensgemeinschaften; Angehörige der Aristokratie";;;;;
Johann Adolf von Wolff-Metternich zur Gracht;1592;1669;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Wilhelm von Wolff-Metternich zur Gracht;1563;1636;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;
Anton Wolff zu Todenwarth;1592;1641;protestantisch;"Hofleute, höfische Administration; Städtische Administration";;;;;
Johann Jakob Wolff zu Todenwarth;1585;1657;protestantisch;"Hofleute, höfische Administration; Städtische Administration";;;;;
Anna Wolfframsdorf;;;keine Angabe;Hofleute, höfische Administration;;;;;um 1617
Georg von Wolfframsdorf;1566;1616;keine Angabe;Hofleute, höfische Administration;;;;;
Wolfgang von Hausen, Bischof (Regensburg);1553;1613;katholisch;"Angehörige der Aristokratie; Angehörige von Klerus und Ordensgemeinschaften";;;;;
Wolfgang Wilhelm, Pfalzgraf und Herzog (Pfalz-Neuburg);1578;1653;"protestantisch; katholisch";Angehörige der Aristokratie;"Orden vom Goldenen Vlies; Protestantische Union";"Kutsche, gebaut anlässlich der Hochzeit von Wolfgang Wilhelm von Pfalz-Neuburg und Magdalena von Bayern; Neuburg an der Donau, Hofkirche Mariä Himmelfahrt; Neuburg an der Donau, Schloss Neuburg; Stammbuch Philipps II. von Pommern-Stettin; Stammbücher Philipp Hainhofers";;;
Georg Wolfschädel;1538;;katholisch;Angehörige von Klerus und Ordensgemeinschaften;Jesuitenorden;;;;
Johann Adam von Wolfstein;1573;1617;protestantisch;Angehörige der Aristokratie;;;;;
Johann Albrecht von Wolfstein;1574;1620;protestantisch;Angehörige der Aristokratie;;;;;
Christoph Franz von Wolkenstein-Trostburg;1567;1633;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";Schwäbisches Reichsgrafenkollegium;;;;
Karl von Wolkenstein-Trostburg;1572;1626;katholisch;Angehörige der Aristokratie;Deutscher Orden;;;;
Wolrad IV., Graf (Waldeck);1588;1640;protestantisch;Angehörige der Aristokratie;;;;;
Georg Würtenberger;;1605;katholisch;Hofleute, höfische Administration;;;;;
Rosina Würtenberger;;1606;katholisch;Sonstige;;;;;
Agnes von Württemberg;1592;1629;protestantisch;Angehörige der Aristokratie;;Stammbücher Philipp Hainhofers;;;
Anna von Württemberg;1597;1650;protestantisch;Angehörige der Aristokratie;;Stammbücher Philipp Hainhofers;;;
Barbara von Württemberg;1593;1627;protestantisch;Angehörige der Aristokratie;;Stammbücher Philipp Hainhofers;;;
Eva Christina von Württemberg;1590;1657;protestantisch;Angehörige der Aristokratie;;;;;
Vinzenz von Würzburg;;;katholisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;1520–1548 nachgewiesen
Johann Jakob Wurmser;;;protestantisch;Hofleute, höfische Administration;;;;;
Johann Reichard Wurmser;1592;1634;protestantisch;"Angehörige der Aristokratie; Hofleute, höfische Administration";;;;;
Johann Reinhard Wurmser;;;protestantisch;Hofleute, höfische Administration;;;;;1607–1616 nachgewiesen
Hans Adam Yedinger;;1642;keine Angabe;"Angehörige des Militärs; Hofleute, höfische Administration";;;;;zwischen 1619 und 1642
Ernst Friedrich von Zandt;;;protestantisch;Angehörige des Militärs;;;;;um 1616–1622
Walter von Zandt;;1629;protestantisch;Hofleute, höfische Administration;;;;;
Zanni (Theaterfigur);;;keine Angabe;Sonstige;;;;;
Johann Zastrow;1573;1647;protestantisch;"Hofleute, höfische Administration; Angehörige des Militärs";;Stammbücher Philipp Hainhofers;;;
